category,english,kanji,kana
War and Peace,desertion,見捨てる,みすてる
War and Peace,destruction,破壊,はかい
War and Peace,detection,検出,けんしゅつ
War and Peace,diplomacy,外交,がいこう
War and Peace,fatal,致命的な,ちめいてきな
War and Peace,fatigues,疲労,ひろう
War and Peace,forgiveness,許し,ゆるし
War and Peace,fraternity,友愛,ゆうあい
War and Peace,furtive,わいせつな,わいせつな
War and Peace,gunpowder,火薬,かやく
War and Peace,harmony,調和,ちょうわ
War and Peace,hostilities,敵対,てきたい
War and Peace,hostility,敵意,てきい
War and Peace,humanitarian,人道主義者,じんどうしゅぎしゃ
War and Peace,infantry,歩兵,ほへい
War and Peace,injuries,けが,けが
War and Peace,instructions,指示,しじ
War and Peace,intelligence,知性,ちせい
War and Peace,intense,激しい,はげしい
War and Peace,international,インターナショナル,いんたーなしょなる
War and Peace,land mines,地雷,じらい
War and Peace,loyalty,ロイヤリティ,ろいやりてぃ
War and Peace,mediation,調停,ちょうてい
War and Peace,military,軍の,ぐんの
War and Peace,munitions,軍需品,ぐんじゅひん
War and Peace,napalm,ナパーム,なぱーむ
War and Peace,neutral,中性,ちゅうせい
War and Peace,neutrality,中立,ちゅうりつ
War and Peace,nuclear deterrence,核抑止,かくよくし
War and Peace,of negotiations,交渉の,こうしょうの
War and Peace,of penalties,ペナルティの,ぺなるてぃの
War and Peace,on leave,休暇中,きゅうかちゅう
War and Peace,patriotism,愛国心,あいこくしん
War and Peace,peace,平和,へいわ
War and Peace,peace negotiations,平和交渉,へいわこうしょう
War and Peace,preparations,準備,じゅんび
War and Peace,propaganda,宣伝,せんでん
War and Peace,ratification,批准,ひじゅん
War and Peace,reinforcements,増援,ぞうえん
War and Peace,reparation,賠償,ばいしょう
War and Peace,retaliation,報復,ほうふく
War and Peace,ruthless,冷酷,れいこく
War and Peace,stability,安定,あんてい
War and Peace,strategic,戦略的,せんりゃくてき
War and Peace,tactical,戦術,せんじゅつ
War and Peace,the aftermath,余波,よは
War and Peace,the armistice,休戦,きゅうせん
War and Peace,the arms race,軍拡競争,ぐんかくきょうそう
War and Peace,the balance,バランス,ばらんす
War and Peace,the cavalry,騎兵,きへい
War and Peace,the cold war,冷戦,れいせん
War and Peace,the colonel,大佐,たいさ
War and Peace,the commander,司令官,しれいかん
War and Peace,the devastation,荒廃,こうはい
War and Peace,the disarmament,軍縮,ぐんしゅく
War and Peace,the elite,エリート,えりーと
War and Peace,the enemy,敵,てき
War and Peace,the fleet,艦隊,かんたい
War and Peace,the forces,力,ちから
War and Peace,the front line,最前線,さいぜんせん
War and Peace,the general staff,一般スタッフ,いっぱんすたっふ
War and Peace,the liberation,解放,かいほう
War and Peace,the losses,損失,そんしつ
War and Peace,the missing,行方不明,ゆくえふめい
War and Peace,the navy,海軍,かいぐん
War and Peace,the power,パワー,ぱわー
War and Peace,the rage,怒り,いかり
War and Peace,the resistance,抵抗,ていこう
War and Peace,the security,セキュリティ,せきゅりてぃ
War and Peace,the serenity,静けさ,しずけさ
War and Peace,the slaughter,虐殺,ぎゃくさつ
War and Peace,the solidarity,連帯,れんたい
War and Peace,the stealth,ステルス,すてるす
War and Peace,the strategy,戦略,せんりゃく
War and Peace,the suffering,苦しみ,くるしみ
War and Peace,the supplies,供給,きょうきゅう
War and Peace,the survival,生存,せいぞん
War and Peace,the tension,緊張,きんちょう
War and Peace,the treachery,裏切り,うらぎり
War and Peace,the troops,軍隊,ぐんたい
War and Peace,the trust,信頼,しんらい
War and Peace,the truth,真実,しんじつ
War and Peace,the victory,勝利,しょうり
War and Peace,the violence,暴力,ぼうりょく
War and Peace,the vulnerability,脆弱性,ぜいじゃくせい
War and Peace,the wounded,負傷者,ふしょうしゃ
War and Peace,the wounds,傷,きず
War and Peace,vanguard,前衛,ぜんえい
War and Peace,victorious,勝利した,しょうりした
War and Peace,vital,重要な,じゅうような
War and Peace,warheads,弾頭,だんとう
History and the past,a century,一世紀,いっせいき
History and the past,archaeological,考古学的,こうこがくてき
History and the past,biblical,聖書の,せいしょの
History and the past,celtic,ケルト人,けるとにん
History and the past,colonial,コロニアル,ころにある
History and the past,communism,共産主義,きょうさんしゅぎ
History and the past,epic,大作,たいさく
History and the past,funerary,葬式,そうしき
History and the past,intellectual,知的,ちてき
History and the past,literary,文芸,ぶんげい
History and the past,medieval,中世,ちゅうせい
History and the past,modern,現代の,げんだいの
History and the past,mythical,神話上の,しんわうえの
History and the past,nomadic,遊牧民,ゆうぼくみん
History and the past,the adventure,冒険,ぼうけん
History and the past,the amphitheater,円形劇場,えんけいげきじょう
History and the past,the ancestor,先祖,せんぞ
History and the past,the anthropology,人類学,じんるいがく
History and the past,the antiquarian,古物商,こぶつしょう
History and the past,the antique,アンティーク,あんてぃーく
History and the past,the antiquity,古代,こだい
History and the past,the aqueduct,水道橋,すいどうばし
History and the past,the archaeologist,考古学者,こうこがくしゃ
History and the past,the archeology,考古学,こうこがく
History and the past,the army,軍隊,ぐんたい
History and the past,the art,アート,あーと
History and the past,the author,著者,ちょしゃ
History and the past,the autobiography,自伝,じでん
History and the past,the barbarous,野蛮な,やばんな
History and the past,the battle,戦い,たたかい
History and the past,the biography,伝記,でんき
History and the past,the burial,埋葬,まいそう
History and the past,the castle,城,しろ
History and the past,the catacomb,カタコンベ,かたこんべ
History and the past,the cave,洞窟,どうくつ
History and the past,the ceramic,セラミック,せらみっく
History and the past,the character,キャラクター,きゃらくたー
History and the past,the christianity,キリスト教,きりすときょう
History and the past,Buddhism,仏教,ぶっきょう
History and the past,the chronic,慢性,まんせい
History and the past,the chronology,年表,ねんぴょう
History and the past,the civilization,文明,ぶんめい
History and the past,the collapse,崩壊,ほうかい
History and the past,the collection,コレクション,これくしょん
History and the past,the colonization,植民地化,しょくみんちか
History and the past,the colony,コロニー,ころにー
History and the past,the conflict,紛争,ふんそう
History and the past,the dating,デート,でーと
History and the past,the decline,下落,げらく
History and the past,the descendants,子孫,しそん
History and the past,the description,説明,せつめい
History and the past,the destiny,運命,うんめい
History and the past,the dinosaurs,恐竜,きょうりゅう
History and the past,the documentary,ドキュメンタリー,どきゅめんたりー
History and the past,the domination,支配,しはい
History and the past,the dynasty,王朝,おうちょう
History and the past,the egyptian,エジプト人,えじぷとにん
History and the past,the egyptology,エジプト学,えじぷとがく
History and the past,the empire,帝国,ていこく
History and the past,the episode,エピソード,えぴそーど
History and the past,the era,時代,じだい
History and the past,the ethnography,民族誌,みんぞくし
History and the past,the ethnology,民族学,みんぞくがく
History and the past,the etymology,語源,ごげん
History and the past,the event,行事,ぎょうじ
History and the past,the evolution,進化,しんか
History and the past,the existence,存在,そんざい
History and the past,the exodus,脱出,だっしゅつ
History and the past,the expedition,遠征,えんせい
History and the past,the explorer,探検家,たんけんいえ
History and the past,the exposure,露出,ろしゅつ
History and the past,the fall,秋,あき
History and the past,the fire,火災,かさい
History and the past,the folklore,民間伝承,みんかんでんしょう
History and the past,the fortress,要塞,ようさい
History and the past,the fossil,化石,かせき
History and the past,the freedom,自由,じゆう
History and the past,the genealogy,系図,けいず
History and the past,the genesis,創世記,そうせいき
History and the past,the geography,地理,ちり
History and the past,the geology,地質学,ちしつがく
History and the past,the gladiator,剣闘士,けんとうさむらい
History and the past,the government,政府,せいふ
History and the past,the heritage,遺産,いさん
History and the past,the hero,英雄,えいゆう
History and the past,the heroin,ヘロイン,へろいん
History and the past,the hieroglyphes,象形文字,しょうけいもじ
History and the past,the historian,歴史家,れきしか
History and the past,the historical,歴史的な,れきしてきな
History and the past,the history of art,芸術の歴史,げいじゅつのれきし
History and the past,the idealism,理想主義,りそうしゅぎ
History and the past,the ideology,イデオロギー,いでおろぎー
History and the past,Inca,インカ,いんか
History and the past,the indigenous,先住民,せんじゅうみん
History and the past,the influence,影響,えいきょう
History and the past,the invaders,侵略者,しんりゃくしゃ
History and the past,the invention,発明,はつめい
History and the past,the king,王様,おうさま
History and the past,the kingdoms,王国,おうこく
History and the past,the knight,騎士,きし
History and the past,the legend,伝説,でんせつ
History and the past,the legendary,伝説の,でんせつの
History and the past,the linguistic,言語学,げんごがく
History and the past,the literature,文学,ぶんがく
History and the past,the mankind,人類,じんるい
History and the past,the manuscript,原稿,げんこう
History and the past,the mask,マスク,ますく
History and the past,the millennium,ミレニアム,みれにあむ
History and the past,the monarchy,君主制,くんしゅせい
History and the past,the monument,記念碑,きねんひ
History and the past,the mosaic,モザイク,もざいく
History and the past,the mummy,ミイラ,みいら
History and the past,the museum,博物館,はくぶつかん
History and the past,the myth,神話,しんわ
History and the past,the mythological,神話の,しんわの
History and the past,the mythology,神話,しんわ
History and the past,the nation,国民,こくみん
History and the past,the necropolis,ネクロポリス,ねくろぽりす
History and the past,the neolithic,新石器時代,しんせっきじだい
History and the past,the original,オリジナル,おりじなる
History and the past,the painting,ペインティング,ぺいんてぃんぐ
History and the past,the paleolithic,旧石器時代,きゅうせっきじだい
History and the past,the paleontology,古生物学,こせいぶつがく
History and the past,the pantheon,パンテオン,ぱんておん
History and the past,the past,過去,かこ
History and the past,the people,人々,ひとびと
History and the past,the period,期間,きかん
History and the past,the pharaoh,ファラオ,ふぁらお
History and the past,the philosopher,哲学者,てつがくしゃ
History and the past,the philosophy,哲学,てつがく
History and the past,the photographs,写真,しゃしん
History and the past,the piece,そのかけら,そのかけら
History and the past,the pioneer,先駆者,せんくしゃ
History and the past,the poem,ポエム,ぽえむ
History and the past,the population,人口,じんこう
History and the past,the prehistory,先史時代,せんしじだい
History and the past,the prince,王子,おうじ
History and the past,the princess,王女,おうじょ
History and the past,the prospecting,探査,たんさ
History and the past,the pyramids,ピラミッド,ぴらみっど
History and the past,the queen,女王,じょおう
History and the past,the reader,読者,どくしゃ
History and the past,the reflection,反射,はんしゃ
History and the past,the reign,治世,ちせい
History and the past,the relationship,関係,かんけい
History and the past,the religion,宗教,しゅうきょう
History and the past,the renaissance,ルネッサンス,るねっさんす
History and the past,the report,レポート,れぽーと
History and the past,the representation,表現,ひょうげん
History and the past,the republic,共和国,きょうわこく
History and the past,the revolution,革命,かくめい
History and the past,The Roman empire,ローマ帝国,ろーまていこく
History and the past,the ruins,廃墟,はいきょ
History and the past,the sarcophagus,石棺,せっかん
History and the past,the science,科学,かがく
History and the past,the searcher,サーチャー,さーちゃー
History and the past,the settlement,コロニー,ころにー
History and the past,the site,サイト,さいと
History and the past,the specialist,スペシャリスト,すぺしゃりすと
History and the past,the story,物語,ものがたり
History and the past,the study,研究,けんきゅう
History and the past,the sword,剣,つるぎ
History and the past,the territory,領土,りょうど
History and the past,the theology,神学,しんがく
History and the past,the time,時間,じかん
History and the past,the tradition,伝統,でんとう
History and the past,the vestige,痕跡,こんせき
History and the past,the Vikings,バイキング,ばいきんぐ
History and the past,the volcano,火山,かざん
History and the past,the warrior,戦士,せんし
History and the past,the wheel,ホイール,ほいーる
History and the past,the wreck,大破,たいは
History and the past,the writing,書き込み,かきこみ
History and the past,to conquer,征服する,せいふくする
History and the past,to discover,発見する,はっけんする
History and the past,to explore,探索する,たんさくする
History and the past,to restore,復元する,ふくげんする
History and the past,truthful,誠実な,せいじつな
History and the past,unbelievable,信じられない,しんじられない
Culture and hobbies,running,ランニング,らんにんぐ
Culture and hobbies,doing sport,スポーツをしている,すぽーつをしている
Culture and hobbies,knitting,編み物,あみもの
Culture and hobbies,biking,サイクリング,さいくりんぐ
Culture and hobbies,cleaning,クリーニング,くりーにんぐ
Culture and hobbies,horse riding,乗馬,じょうば
Culture and hobbies,computing,コンピューティング,こんぴゅーてぃんぐ
Culture and hobbies,computer,コンピューター,こんぴゅーたー
Culture and hobbies,embroidery,刺繍,ししゅう
Culture and hobbies,dressmaking,洋裁,ようさい
Culture and hobbies,cooking,料理,りょうり
Culture and hobbies,dancing,ダンシング,だんしんぐ
Culture and hobbies,reading,読む,よむ
Culture and hobbies,sledge,そり,そり
Culture and hobbies,swimming,水泳,すいえい
Culture and hobbies,fishing,釣り,つり
Culture and hobbies,painting,ペインティング,ぺいんてぃんぐ
Culture and hobbies,stamp collecting,切手収集,きってしゅうしゅう
Culture and hobbies,photography,写真撮影,しゃしんさつえい
Culture and hobbies,poetry,詩,し
Culture and hobbies,pottery,陶器,とうき
Culture and hobbies,hiking,ハイキング,はいきんぐ
Culture and hobbies,sculpture,彫刻,ちょうこく
Culture and hobbies,drawing,図,ず
Culture and hobbies,gardening,園芸,えんげい
Culture and hobbies,scrapbooking,スクラップブッキング,すくらっぷぶっきんぐ
Culture and hobbies,outdoor activities,野外活動,やがいかつどう
Culture and hobbies,indoor activities,屋内活動,おくないかつどう
Culture and hobbies,chess,チェス,ちぇす
Culture and hobbies,a camera,カメラ,かめら
Culture and hobbies,a casino,カジノ,かじの
Culture and hobbies,a concert,コンサート,こんさーと
Culture and hobbies,a board game,ボードゲーム,ぼーどげーむ
Culture and hobbies,a magazine,雑誌,ざっし
Culture and hobbies,a museum,美術館,びじゅつかん
Culture and hobbies,a pastime,娯楽,ごらく
Culture and hobbies,a poem,詩,し
Culture and hobbies,a choir,合唱団,がっしょうだん
Culture and hobbies,a collection,コレクション,これくしょん
Culture and hobbies,an exhibition,展示会,てんじかい
Culture and hobbies,a party,パーティー,ぱーてぃー
Culture and hobbies,an art gallery,美術館,びじゅつかん
Culture and hobbies,a recipe,レシピ,れしぴ
Culture and hobbies,to go fishing,釣りに行くこと,つりにいくこと
Culture and hobbies,to go to the gym,ジムに行く,じむにいく
Culture and hobbies,to go bowling,ボウリングに行く,ぼうりんぐにいく
Culture and hobbies,to go running,走りに行く,はしりにいく
Culture and hobbies,to go for a drive,ドライブに行く,どらいぶにいく
Culture and hobbies,to beat,打つ,うつ
Culture and hobbies,to sing,歌うために,うたうために
Culture and hobbies,to hunt,狩りへ,かりへ
Culture and hobbies,to collect,集める,あつめる
Culture and hobbies,to build,構築する,こうちくする
Culture and hobbies,to sew,縫う,ぬう
Culture and hobbies,to draw,描く,えがく
Culture and hobbies,to entertain,もてなす,もてなす
Culture and hobbies,to listen to music,音楽をきく,おんがくをきく
Culture and hobbies,to be bored,退屈する,たいくつする
Culture and hobbies,to be interested in,に興味があります,にきょうみがあります
Culture and hobbies,to work out,ワークアウトする,わーくあうとする
Culture and hobbies,to sail,航海する,こうかいする
Culture and hobbies,to go for walks,散歩に行く,さんぽにいく
Culture and hobbies,to do diy,diyを行う,diyをおこなう
Culture and hobbies,to go camping,キャンプに行く,きゃんぷにいく
Culture and hobbies,to do drama,ドラマをする,どらまをする
Culture and hobbies,to do gardening,ガーデニングをする,がーでにんぐをする
Culture and hobbies,to go trekking,トレッキングに行く,とれっきんぐにいく
Culture and hobbies,to ride a bike,自転車に乗る,じてんしゃにのる
Culture and hobbies,to win,勝つために,かつために
Culture and hobbies,to play board games,ボードゲームをする,ぼーどげーむをする
Culture and hobbies,to play football,サッカーをする,さっかーをする
Culture and hobbies,to play tennis,テニスをする,てにすをする
Culture and hobbies,to play the guitar,ギターを弾く,ぎたーをひく
Culture and hobbies,to bet,賭け事をします,かけことをします
Culture and hobbies,to take part in,に参加します,にさんかします
Culture and hobbies,to paint,塗る,ぬる
Culture and hobbies,to take photographs,写真を撮る,しゃしんをとる
Culture and hobbies,to watch films,映画を見る,えいがをみる
Culture and hobbies,to enjoy onseself,自分で楽しむ,じぶんでたのしむ
Culture and hobbies,to socialise,交流する,こうりゅうする
Culture and hobbies,to knit,編む,あむ
Culture and hobbies,to travel,旅行する,りょこうする
Music and musical instruments ♫,a beat,ビート,びーと
Music and musical instruments ♫,speakers,スピーカー,すぴーかー
Music and musical instruments ♫,musicians,ミュージシャン,みゅーじしゃん
Music and musical instruments ♫,loud,騒々しい,そーぞーしい
Music and musical instruments ♫,the dance,ダンス,だんす
Music and musical instruments ♫,a scale,スケール,すけーる
Music and musical instruments ♫,the music,音楽,おんがく
Music and musical instruments ♫,the stage,舞台,ぶたい
Music and musical instruments ♫,the voice,声,こえ
Music and musical instruments ♫,singing,歌う,うたう
Music and musical instruments ♫,the music stand,譜面台,ふめんだい
Music and musical instruments ♫,the rhythm,リズム,りずむ
Music and musical instruments ♫,music theory,音楽理論,おんがくりろん
Music and musical instruments ♫,the lyrics,歌詞,かし
Music and musical instruments ♫,percussion,パーカッション,ぱーかっしょん
Music and musical instruments ♫,a chord,和音,わおん
Music and musical instruments ♫,an amplifier,アンプ,あんぷ
Music and musical instruments ♫,a bow,弓,ゆみ
Music and musical instruments ♫,a drummer,ドラマー,どらまー
Music and musical instruments ♫,headphones,ヘッドフォン,へっどふぉん
Music and musical instruments ♫,a cd,CD,CD
Music and musical instruments ♫,a record,記録,きろく
Music and musical instruments ♫,a recording,録音,ろくおん
Music and musical instruments ♫,a digital recording,デジタル録音,でじたるろくおん
Music and musical instruments ♫,one case,一件,いっけん
Music and musical instruments ♫,a record label,レコードレーベル,れこーどれーべる
Music and musical instruments ♫,a cd player,CDプレーヤー,CDぷれーやー
Music and musical instruments ♫,an mp3 player,MP3プレーヤー,MP3ぷれーやー
Music and musical instruments ♫,a metronome,メトロノーム,めとろのーむ
Music and musical instruments ♫,a microphone,マイク,まいく
Music and musical instruments ♫,a track,トラック,とらっく
Music and musical instruments ♫,an opera,オペラ,おぺら
Music and musical instruments ♫,an orchestra,オーケストラ,おーけすとら
Music and musical instruments ♫,a music stand,譜面台,ふめんだい
Music and musical instruments ♫,a string quartet,弦楽四重奏,げんがくしじゅうそう
Music and musical instruments ♫,a show,ショー,しょー
Music and musical instruments ♫,a recording studio,レコーディングスタジオ,れこーでぃんぐすたじお
Music and musical instruments ♫,a record player,レコードプレーヤー,れこーどぷれーやー
Music and musical instruments ♫,a song,歌,うた
Music and musical instruments ♫,a composition,作曲,さっきょく
Music and musical instruments ♫,a string,文字列,もじれつ
Music and musical instruments ♫,a brass band,ブラスバンド,ぶらすばんど
Music and musical instruments ♫,a wrong note,間違ったメモ,まちがっためも
Music and musical instruments ♫,a note,メモ,めも
Music and musical instruments ♫,a score,スコア,すこあ
Music and musical instruments ♫,a rehearsal,リハーサル,りはーさる
Music and musical instruments ♫,a rhapsody,ラプソディ,らぷそでぃ
Music and musical instruments ♫,a mixing deck,ミキシングデッキ,みきしんぐでっき
Music and musical instruments ♫,a key,かぎ,かぎ
Music and musical instruments ♫,a tour,ツアー,つあー
Music and musical instruments ♫,a carol,キャロル,きゃろる
Music and musical instruments ♫,the national anthem,国歌,こっか
Music and musical instruments ♫,classical music,クラッシック,くらっしっく
Music and musical instruments ♫,a symphony,交響曲,こうきょうきょく
Music and musical instruments ♫,MUSICAL INSTRUMENTS,楽器,がっき
Music and musical instruments ♫,a harp,ハープ,はーぷ
Music and musical instruments ♫,cymbals,シンバル,しんばる
Music and musical instruments ♫,maracas,マラカス,まらかす
Music and musical instruments ♫,woods,森,もり
Music and musical instruments ♫,the brass cords,真鍮コード,しんちゅうこーど
Music and musical instruments ♫,brass instruments,金管楽器,きんかんがっき
Music and musical instruments ♫,an accordion,アコーディオン,あこーでぃおん
Music and musical instruments ♫,a viola,ビオラ,びおら
Music and musical instruments ♫,a banjo,バンジョー,ばんじょー
Music and musical instruments ♫,a bugler,バグラー,ばぐらー
Music and musical instruments ♫,a didgeridoo,ディジュリドゥ,でぃじゅりどぅ
Music and musical instruments ♫,a flautist,フルート奏者,ふるーとそうしゃ
Music and musical instruments ♫,a gong,ゴング,ごんぐ
Music and musical instruments ♫,a harmonica,ハーモニカ,はーもにか
Music and musical instruments ♫,an oboe,オーボエ,おーぼえ
Music and musical instruments ♫,an instrument,楽器,がっき
Music and musical instruments ♫,a wood instrument,木の楽器,きのがっき
Music and musical instruments ♫,a string instrument,弦楽器,げんがっき
Music and musical instruments ♫,a wind instrument,管楽器,かんがっき
Music and musical instruments ♫,a wood instruments,木の楽器,きのがっき
Music and musical instruments ♫,an organ,臓器,ぞうき
Music and musical instruments ♫,a piano,ピアノ,ぴあの
Music and musical instruments ♫,a piccolo,ピッコロ,ぴっころ
Music and musical instruments ♫,a saxophone,サックス,さっくす
Music and musical instruments ♫,a drum,ドラム,どらむ
Music and musical instruments ♫,a tambourine,タンバリン,たんばりん
Music and musical instruments ♫,a triangle,三角形,さんかくけい
Music and musical instruments ♫,a trombone,トロンボーン,とろんぼーん
Music and musical instruments ♫,a tuba,チューバ,ちゅーば
Music and musical instruments ♫,a ukulele,ウクレレ,うくれれ
Music and musical instruments ♫,a violin,バイオリン,ばいおりん
Music and musical instruments ♫,a cello,チェロ,ちぇろ
Music and musical instruments ♫,a xylophone,木琴,もっきん
Music and musical instruments ♫,a clarinet,クラリネット,くらりねっと
Music and musical instruments ♫,a double bass,コントラバス,こんとらばす
Music and musical instruments ♫,a bagpipe,バグパイプ,ばぐぱいぷ
Music and musical instruments ♫,a flute,フルート,ふるーと
Music and musical instruments ♫,a recorder,レコーダー,れこーだー
Music and musical instruments ♫,a panpipes,パンパイプ,ぱんぱいぷ
Music and musical instruments ♫,a bass drum,バスドラム,ばすどらむ
Music and musical instruments ♫,a guitar,ギター,ぎたー
Music and musical instruments ♫,an acoustic guitar,アコースティックギター,あこーすてぃっくぎたー
Music and musical instruments ♫,a classical guitar,クラシックギター,くらしっくぎたー
Music and musical instruments ♫,an electric guitar,エレキギター,えれきぎたー
Music and musical instruments ♫,a trumpet,トランペット,とらんぺっと
Music and musical instruments ♫,the opera,オペラ,おぺら
Music and musical instruments ♫,a baritone,バリトン,ばりとん
Music and musical instruments ♫,a singer,歌手,かしゅ
Music and musical instruments ♫,a keyboard player,キーボード奏者,きーぼーどそうしゃ
Music and musical instruments ♫,a composer,作曲家,さっきょくか
Music and musical instruments ♫,a duet,デュエット,でゅえっと
Music and musical instruments ♫,a band,バンド,ばんど
Music and musical instruments ♫,a pop group,ポップグループ,ぽっぷぐるーぷ
Music and musical instruments ♫,a rock band,ロックバンド,ろっくばんど
Music and musical instruments ♫,a guitarist,ギタリスト,ぎたりすと
Music and musical instruments ♫,a musician,ミュージシャン,みゅーじしゃん
Music and musical instruments ♫,a jazz band,ジャズバンド,じゃずばんど
Music and musical instruments ♫,an organist,オルガニスト,おるがにすと
Music and musical instruments ♫,a pianist,ピアニスト,ぴあにすと
Music and musical instruments ♫,a rapper,ラッパー,らっぱー
Music and musical instruments ♫,a saxophonist,サックス奏者,さっくすそうしゃ
Music and musical instruments ♫,a soloist,ソリスト,そりすと
Music and musical instruments ♫,a soprano,ソプラノ,そぷらの
Music and musical instruments ♫,a tenor,テナー,てなー
Music and musical instruments ♫,a trombonist,トロンボーン奏者,とろんぼーんそうしゃ
Music and musical instruments ♫,a trumpet player,トランペット奏者,とらんぺっとそうしゃ
Music and musical instruments ♫,a cellist,チェリスト,ちぇりすと
Music and musical instruments ♫,a violinist,バイオリニスト,ばいおりにすと
Music and musical instruments ♫,a pop star,ポップスター,ぽっぷすたー
Music and musical instruments ♫,to tune,調整する,ちょうせいする
Music and musical instruments ♫,to compose,作曲する,さっきょくする
Music and musical instruments ♫,to record,レコードする,れこーどする
Music and musical instruments ♫,to play in a band,バンドで演奏する,ばんどでえんそうする
Music and musical instruments ♫,to practise,練習する,れんしゅうする
Sport and fitness,sport,スポーツ,すぽーつ
Sport and fitness,an amateur,アマチュア,あまちゅあ
Sport and fitness,a professional,プロ,ぷろ
Sport and fitness,trainers,トレーナー,とれーなー
Sport and fitness,dumbbells,ダンベル,だんべる
Sport and fitness,the referee,審判,しんぱん
Sport and fitness,rowing,ローイング,ろーいんぐ
Sport and fitness,horseback riding,乗馬,じょうば
Sport and fitness,rock climbing,ロック・クライミング,ろっく・くらいみんぐ
Sport and fitness,fencing,フェンシング,ふぇんしんぐ
Sport and fitness,weight lifting,重量挙げ,じゅうりょうあげ
Sport and fitness,training,トレーニング,とれーにんぐ
Sport and fitness,the coach,コーチ,こーち
Sport and fitness,boxing,ボクシング,ぼくしんぐ
Sport and fitness,competition,コンペ,こんぺ
Sport and fitness,the world cup,ワールドカップ,わーるどかっぷ
Sport and fitness,motor racing,自動車レース,じどうしゃれーす
Sport and fitness,the defeat,敗北,はいぼく
Sport and fitness,the final,最終,さいしゅう
Sport and fitness,gymnastics,体操,たいそう
Sport and fitness,the finish line,フィニッシュライン,ふぃにっしゅらいん
Sport and fitness,wrestling,レスリング,れすりんぐ
Sport and fitness,windsurfing,ウィンドサーフィン,うぃんどさーふぃん
Sport and fitness,diving,ダイビング,だいびんぐ
Sport and fitness,sailing,セーリング,せーりんぐ
Sport and fitness,badminton,バドミントン,ばどみんとん
Sport and fitness,baseball,野球,やきゅう
Sport and fitness,basketball,バスケットボール,ばすけっとぼーる
Sport and fitness,the rider,ライダー,らいだー
Sport and fitness,the racecourse,競馬場,けいばじょう
Sport and fitness,the championship,チャンピオンシップ,ちゃんぴおんしっぷ
Sport and fitness,the stopwatch,ストップウォッチ,すとっぷうぉっち
Sport and fitness,cricket,クリケット,くりけっと
Sport and fitness,curling,カーリング,かーりんぐ
Sport and fitness,cycling,サイクリング,さいくりんぐ
Sport and fitness,the net,ネット,ねっと
Sport and fitness,the winner,勝者,しょうしゃ
Sport and fitness,goalkeeper,ゴールキーパー,ごーるきーぱー
Sport and fitness,golf,ゴルフ,ごるふ
Sport and fitness,handball,ハンドボール,はんどぼーる
Sport and fitness,hockey,ホッケー,ほっけー
Sport and fitness,ice hockey,アイスホッケー,あいすほっけー
Sport and fitness,the game,ゲーム,げーむ
Sport and fitness,jogging,ジョギング,じょぎんぐ
Sport and fitness,the player,プレーヤー,ぷれーやー
Sport and fitness,judo,柔道,じゅうどう
Sport and fitness,motocross,モトクロス,もとくろす
Sport and fitness,the basket,バスケット,ばすけっと
Sport and fitness,paragliding,パラグライダー,ぱらぐらいだー
Sport and fitness,figure skating,フィギュアスケート,ふぃぎゅあすけーと
Sport and fitness,ice skating,アイススケート,あいすすけーと
Sport and fitness,polo,ポロ,ぽろ
Sport and fitness,the world record,世界記録,せかいきろく
Sport and fitness,rugby,ラグビー,らぐびー
Sport and fitness,ski jumping,スキージャンプ,すきーじゃんぷ
Sport and fitness,high jump,高跳び,たかとびび
Sport and fitness,long jump,走り幅跳び,はしりはばとびび
Sport and fitness,skiing,スキー,すきー
Sport and fitness,downhill skiing,ダウンヒルスキー,だうんひるすきー
Sport and fitness,snowboarding,スノーボード,すのーぼーど
Sport and fitness,the spectator,観客,かんきゃく
Sport and fitness,stadium,スタジアム,すたじあむ
Sport and fitness,success,成功,せいこう
Sport and fitness,surf,サーフィン,さーふぃん
Sport and fitness,tennis,テニス,てにす
Sport and fitness,table tennis,卓球,たっきゅう
Sport and fitness,the golf course,ゴルフコース,ごるふこーす
Sport and fitness,archery,アーチェリー,あーちぇりー
Sport and fitness,shooting,撮影,さつえい
Sport and fitness,volleyball,バレーボール,ばれーぼーる
Sport and fitness,water polo,水球,すいきゅう
Sport and fitness,olympics,オリンピック,おりんぴっく
Sport and fitness,the rules,ルール,るーる
Sport and fitness,an athlete,アスリート,あすりーと
Sport and fitness,champion,チャンピオン,ちゃんぴおん
Sport and fitness,a golf club,ゴルフクラブ,ごるふくらぶ
Sport and fitness,a teammate,チームメイト,ちーむめいと
Sport and fitness,a beginner,初心者,しょしんしゃ
Sport and fitness,a marathon,マラソン,まらそん
Sport and fitness,a price,価格,かかく
Sport and fitness,a supporter,サポーター,さぽーたー
Sport and fitness,a tournament,トーナメント,とーなめんと
Sport and fitness,a trophy,トロフィー,とろふぃー
Sport and fitness,a sporting event,スポーツイベント,すぽーついべんと
Sport and fitness,a cup,カップ,かっぷ
Sport and fitness,a race,競争,きょうそう
Sport and fitness,a horse race,競馬,けいば
Sport and fitness,a car race,カーレース,かーれーす
Sport and fitness,a hockey stick,ホッケースティック,ほっけーすてぃっく
Sport and fitness,an event,イベント,いべんと
Sport and fitness,a team,チーム,ちーむ
Sport and fitness,a medal,メダル,めだる
